16 01 17 INDEF 1
16 01 17 21.085 2
16 01 17 INDEF 3
16 03 30 22.245 1
16 03 30 INDEF 2
16 03 30 21.894 3
16 06 35 17.576 1
16 06 35 15.018 2
16 06 35 14.694 3
16 08 53 17.564 1
16 08 53 14.969 2
16 08 53 14.643 3
16 11 11 17.602 1
16 11 11 14.979 2
16 11 11 14.652 3
16 13 29 17.582 1
16 13 29 14.956 2
16 13 29 14.633 3
16 15 46 17.672 1
16 15 46 14.990 2
16 15 46 14.665 3
16 18 04 17.670 1
16 18 04 14.978 2
16 18 04 14.649 3
16 20 22 17.676 1
16 20 22 14.997 2
16 20 22 14.670 3
16 22 40 17.681 1
16 22 40 14.987 2
16 22 40 14.659 3
16 24 58 17.655 1
16 24 58 14.975 2
16 24 58 14.648 3
16 27 16 17.652 1
16 27 16 14.980 2
16 27 16 14.651 3
16 29 34 17.731 1
16 29 34 15.012 2
16 29 34 14.685 3
16 31 52 17.648 1
16 31 52 14.962 2
16 31 52 14.635 3
16 34 09 17.634 1
16 34 09 14.972 2
16 34 09 14.649 3
16 36 27 17.661 1
16 36 27 15.000 2
16 36 27 14.682 3
16 38 45 17.558 1
16 38 45 14.914 2
16 38 45 14.589 3
16 41 03 17.594 1
16 41 03 14.944 2
16 41 03 14.621 3
16 43 21 17.526 1
16 43 21 14.906 2
16 43 21 14.585 3
16 45 39 17.539 1
16 45 39 14.949 2
16 45 39 14.626 3
16 47 57 17.489 1
16 47 57 14.919 2
16 47 57 14.597 3
16 50 15 17.502 1
16 50 15 14.935 2
16 50 15 14.614 3
16 52 32 17.452 1
16 52 32 14.946 2
16 52 32 14.621 3
16 54 50 17.416 1
16 54 50 14.913 2
16 54 50 14.591 3
16 57 08 17.437 1
16 57 08 14.951 2
16 57 08 14.626 3
16 59 26 17.395 1
16 59 26 14.958 2
16 59 26 14.630 3
17 01 44 17.375 1
17 01 44 14.948 2
17 01 44 14.623 3
17 04 02 17.309 1
17 04 02 14.933 2
17 04 02 14.609 3
17 06 20 17.292 1
17 06 20 14.923 2
17 06 20 14.597 3
17 08 38 17.249 1
17 08 38 14.918 2
17 08 38 14.581 3
17 10 55 17.271 1
17 10 55 14.914 2
17 10 55 14.592 3
17 13 13 17.270 1
17 13 13 14.933 2
17 13 13 14.611 3
17 15 31 17.245 1
17 15 31 14.934 2
17 15 31 14.607 3
17 17 49 17.179 1
17 17 49 14.898 2
17 17 49 14.582 3
17 20 07 17.212 1
17 20 07 14.906 2
17 20 07 14.584 3
17 22 25 17.189 1
17 22 25 14.916 2
17 22 25 14.595 3
17 24 43 17.160 1
17 24 43 14.908 2
17 24 43 14.579 3
17 27 01 17.176 1
17 27 01 14.926 2
17 27 01 14.597 3
17 29 19 17.172 1
17 29 19 14.924 2
17 29 19 14.600 3
17 31 36 17.201 1
17 31 36 14.948 2
17 31 36 14.626 3
17 33 54 17.146 1
17 33 54 14.925 2
17 33 54 14.598 3
17 36 12 17.176 1
17 36 12 14.937 2
17 36 12 14.611 3
17 38 30 17.150 1
17 38 30 14.907 2
17 38 30 14.583 3
17 40 48 17.126 1
17 40 48 14.930 2
17 40 48 14.604 3
17 43 06 17.137 1
17 43 06 14.934 2
17 43 06 14.610 3
17 45 24 17.145 1
17 45 24 14.944 2
17 45 24 14.617 3
17 47 42 17.167 1
17 47 42 14.973 2
17 47 42 14.645 3
17 49 59 17.128 1
17 49 59 14.947 2
17 49 59 14.619 3
17 52 17 17.133 1
17 52 17 14.938 2
17 52 17 14.608 3
17 54 35 17.117 1
17 54 35 14.942 2
17 54 35 14.616 3
17 56 53 17.157 1
17 56 53 14.952 2
17 56 53 14.630 3
17 59 11 17.139 1
17 59 11 14.945 2
17 59 11 14.622 3
18 01 29 17.114 1
18 01 29 14.938 2
18 01 29 14.611 3
18 03 47 17.087 1
18 03 47 14.917 2
18 03 47 14.595 3
18 06 05 17.070 1
18 06 05 14.911 2
18 06 05 14.590 3
18 08 22 17.072 1
18 08 22 14.930 2
18 08 22 14.599 3
18 10 40 17.067 1
18 10 40 14.904 2
18 10 40 14.581 3
18 12 58 17.055 1
18 12 58 14.905 2
18 12 58 14.581 3
18 15 16 17.051 1
18 15 16 14.896 2
18 15 16 14.572 3
18 17 34 17.014 1
18 17 34 14.887 2
18 17 34 14.565 3
